OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS
2663677,04092018853,Naga's South Indian Cuisine,1000 LOWER SHILOH WAY ,STE 106,MORRISVILLE,NC,27560,,2022/04/18 04:00:00+00,Restaurant,11229,-78.84722733,35.86546204,M
2663678,04092016125,PANERA BREAD #1649,7840 ALEXANDER PROMENADE PL ,Ste 100,RALEIGH,NC,27617,(919) 293-0900,2012/03/28 04:00:00+00,Restaurant,11236,-78.77695631,35.91424375,M
2663679,04092017721,LaFarm Bakery & Cafe W.F. West Cary,5055 Arco ST ,,Cary,NC,27519,(984) 228-0300,2017/11/03 04:00:00+00,Restaurant,11245,-78.88191924,35.83347908,M
2663680,04092017725,Starbucks #8218,2105 Cameron ST ,,RALEIGH,NC,27605,(919) 856-9444,2017/11/09 05:00:00+00,Restaurant,11246,-78.66157335,35.79001079,M
2663681,04092014360,Circle K #6314,11700 New Leesville RD ,,RALEIGH,NC,27613,(919) 696-4308,2005/08/01 04:00:00+00,Restaurant,11238,-78.74118636,35.92072024,M
2663682,04092018400,Mookies NY Deli,1010 Tryon Village DR ,Ste 705,CARY,NC,27518-7193,(919) 900-7770,2020/07/08 04:00:00+00,Restaurant,11267,-78.7453538,35.74635942,M
2663683,04092021339,Harris Teeter #104 Deli,4093 Davis DR ,,MORRISVILLE,NC,27560,(919) 380-0354,2005/08/05 04:00:00+00,Food Stand,11272,-78.85811603,35.8356265,M
2663684,04092021348,Lowes Foods #224 Produce,8100 Brier Creek PKY ,,RALEIGH,NC,27616,(919) 293-0294,2005/08/15 04:00:00+00,Food Stand,11274,-78.78577668,35.91011447,M
2663685,04092021343,Lowes Foods #224 Beef Shop,8100 Brier Creek PKY ,,RALEIGH,NC,27616,(336) 659-0180,2005/08/15 04:00:00+00,Food Stand,11275,-78.78577668,35.91011447,M
2663686,04092030560,WAREhouse BBQ (WCID #856),2411 Millbrook  RD ,Unit # 106,RALEIGH,NC,27604,(984) 227-9766,2022/02/08 05:00:00+00,Mobile Food Units,11248,-78.59536053,35.84809143,M
2663687,04092014372,Panda King,3626 Rogers RD ,,WAKE FOREST,NC,27587,(919) 554-9666,2005/08/24 04:00:00+00,Restaurant,11278,-78.50482591,35.94464166,M
2663688,04092025345,Greek Cuisine,4325 Glenwood AVE ,STE 2043,RALEIGH,NC,27612,,2021/03/01 05:00:00+00,Food Stand,11283,-78.68184484,35.84183815,T
2663689,04092017727,Whole Foods Market #10611 Culinary,5055 Arco ST ,,CARY,NC,27519,(984) 228-0300,2017/11/03 04:00:00+00,Restaurant,11296,-78.88191924,35.83347908,M
2663690,04092017089,RISE CAMERON VILLAGE,530 DANIELS ST ,,RALEIGH,NC,27605,(984) 200-6966,2015/11/20 05:00:00+00,Restaurant,11301,-78.66105804,35.79149603,M
2663691,04092014279,McLean's Ole Time Cafe,418 W Gannon AVE ,,ZEBULON,NC,27597,(919) 269-0125,2005/03/21 04:00:00+00,Restaurant,11306,-78.32326241,35.82235183,M
2663692,04092016820,DOHERTY'S IRISH PUB & RESTAURANT,5490 APEX PEAKWAY,,APEX,NC,27502,(919) 387-4100,2014/11/17 05:00:00+00,Restaurant,11323,-78.86537597,35.73683859,M
2663693,04092021613,"SALTWATER SEAFOOD, LLC",4 FENTON ST ,,RALEIGH,NC,27604,(919) 834-1813,2010/05/25 04:00:00+00,Food Stand,11325,-78.62094827,35.80310131,M
2663694,04092012037,Woody's Sports Tavern & Grill,8322 CHAPEL HILL RD,,CARY,NC,27513-4051,(919) 380-7737,1997/03/24 04:00:00+00,Restaurant,11332,-78.77617181,35.79224815,M
2663695,04092021327,WalMart Supercenter # 2058 Deli,1725 New Hope Church Rd,,RALEIGH,NC,27609,(919) 790-6910,2005/05/10 04:00:00+00,Food Stand,11343,-78.60826495,35.83722719,M
2663696,04092018342,The Dominican Restaurant,"3601 Capital BLVD, Ste 107",Ste 107,RALEIGH,NC,27604,(919) 977-0029,2020/04/08 04:00:00+00,Restaurant,11354,-78.58592881,35.82958159,M
2663697,04092030136,Taqueria Esmeralda (WCID #031),413 Airport BLVD ,4/10 MILE FROM CHAPEL HILL RD ON LEFT,MORRISVILLE,NC,27560,(919) 395-6238,2005/06/21 04:00:00+00,Mobile Food Units,11359,-78.82990074,35.84390156,M
2663698,04092014908,Cisco Systems Building 10 Stillwater Cafe,7200-10 Kit Creek RD ,,RTP,NC,27709,(919) 699-9574 ext. 6109,2007/07/06 04:00:00+00,Restaurant,11366,0,0,U
2663699,04092018507,Spices Hut,10210 GREEN LEVEL CHURCH RD,,CARY,NC,27519,(919) 377-2226,2020/12/19 05:00:00+00,Restaurant,11367,-78.90165372,35.82321633,M
2663700,04092014962,IHOP-Midway Plantation #3180,6707 Knightdale BLVD ,,KNIGHTDALE,NC,27545,(919) 266-0418,2007/09/26 04:00:00+00,Restaurant,11381,-78.50544026,35.79752322,M
2663701,04092141865,Apex Friendship High School,7801 Humie Olive RD ,,APEX,NC,27502,(919) 694-0500,2022/08/09 04:00:00+00,Limited Food Service,11383,-78.91098202,35.70021278,M
2663702,04092018915,El Amigo Mexican Restaurant,404 W Chatham ST ,,CARY,NC,27511,(919) 317-0016,2022/07/22 04:00:00+00,Restaurant,11392,-78.78845716,35.78703957,M
2663703,04092018344,Marco's Pizza #8407,325 CARPENTER HILL DR,102,CARY,NC,27519,(919) 230-2222,2020/04/08 04:00:00+00,Restaurant,11368,-78.90117657,35.82477065,M
2663704,04092018092,Ashley's Harvest Moon Bakery - Cafe,128 Bass Lake RD ,,Holly Springs,NC,27540,(919) 586-7005,2019/04/24 04:00:00+00,Restaurant,11395,-78.82480349,35.65381034,M
2663705,04092018114,Stir,4242 SIX FORKS RD,Suite 100,RALEIGH,NC,27609,(984) 200-8614,2019/06/12 04:00:00+00,Restaurant,11398,-78.64071469,35.83797961,M
2663706,04092021943,Circle K #2720823,5801  TRYON  RD ,,CARY,NC,27518,(919) 859-5800,2016/02/17 05:00:00+00,Food Stand,11410,-78.73858612,35.74524027,M
2663707,04092021944,Circle K #2720914,1001 SE CARY PKY ,,CARY,NC,27518,(919) 851-6683,2016/02/17 05:00:00+00,Food Stand,11414,-78.76310787,35.74508788,M
2663708,04092018888,Starbucks,4109 WAKE FOREST RD,,RALEIGH,NC,27609,(984) 292-0090,2022/06/07 04:00:00+00,Restaurant,11422,-78.61355617,35.83796985,M
2663709,04092030508,Tacos El Primo (WCID #800),105 NOTTINGHAM DR,,CARY,NC,27511-4914,(919) 656-7641,2020/12/09 05:00:00+00,Mobile Food Units,11427,-78.74148078,35.76748337,M
2663710,04092025414,Food All The Time @TKA,2161 S WILMINGTON ST ,,RALEIGH,NC,27603,(919) 985-3779,2022/02/03 05:00:00+00,Food Stand,11430,-78.63902655,35.752054,M
2663711,04092017148,Circle K #1516,3505  KILDAIRE FARM RD ,,CARY,NC,27518,(919) 363-8103,2016/02/17 05:00:00+00,Restaurant,11435,-78.79384541,35.70271047,M
2663712,04092018304,Crab du Jour Cajun Seafood Restaurant & Bar,6320 PLANTATION CENTER DR,,RALEIGH,NC,27616,(919) 803-2016,2020/01/27 05:00:00+00,Restaurant,11453,-78.58237548,35.87315637,M
2663713,04092021334,Whole Foods Market Seafood Market,3540 Wade AVE ,,RALEIGH,NC,27607,(919) 828-1589,2005/06/27 04:00:00+00,Food Stand,11455,-78.68558086,35.80212022,M
2663714,04092015619,RAINBOW KING,12520 CAPITAL BLVD ,,WAKE FOREST,NC,27587,(919) 554-8888,2010/04/26 04:00:00+00,Restaurant,11457,-78.53270438,35.98593613,M
2663715,04092025230,Domino's #7431,13220-190 Strickland RD,,RALEIGH,NC,27613,(919) 676-6602,2018/12/17 05:00:00+00,Food Stand,11439,-78.72657103,35.90727261,M
2663716,04092018294,Chick-Fil-A #4239,1010 FORESTVILLE RD,,WAKE FOREST,NC,27587,(919) 554-6995,2020/01/15 05:00:00+00,Restaurant,11460,-78.50659937,35.94595609,M
2663717,04092017235,RISE BISCUITS & DONUTS,8301-101 BRIER CREEK PKY ,,RALEIGH,NC,27617,(984) 244-7218,2016/06/02 04:00:00+00,Restaurant,11454,-78.78526235,35.90870808,M
2663718,04092017630,COCO BONGO,2400 HILLSBOROUGH ST ,,RALEIGH,NC,27607,(984) 242-0898,2017/06/14 04:00:00+00,Restaurant,11461,-78.66706468,35.78779177,M
2663719,04092018170,Chandelier Catering,1077 DARRINGTON DR,,CARY,NC,27513,(336) 202-2792,2019/09/04 04:00:00+00,Restaurant,11470,-78.81667687,35.79929094,M
2663720,04092016337,THE CARY PUB,6454  TRYON  RD ,,CARY,NC,27518,(919) 859-1070,2013/01/18 05:00:00+00,Restaurant,11471,-78.7615544,35.74559939,M
2663721,04092015091,BRUEGGERS BAGELS #101,2231 AVENT FERRY RD ,,RALEIGH,NC,27616,(919) 828-1416,2008/04/03 04:00:00+00,Restaurant,11478,-78.67605091,35.77835817,M
2663722,04092025269,Harris Teeter #495 Meat/Seafood,8345 CREEDMOOR RD,,RALEIGH,NC,27613,,2019/07/15 04:00:00+00,Food Stand,11492,-78.68223183,35.90105252,M
2663723,04092018732,Gym Tacos,3701 Hillsborough  ST ,,RALEIGH,NC,27614,(919) 600-8708,2021/11/05 04:00:00+00,Restaurant,11501,-78.68565586,35.79354626,M
2663724,04092021486,Food Lion #2638 Deli/Bakery,6209 Rock Quarry RD ,,RALEIGH,NC,27610,(919) 772-5894,2007/11/05 05:00:00+00,Food Stand,11506,-78.54796019,35.72312495,M
2663725,04092300265,NCSU PROCESSED MEAT LAB,400 DAN ALLEN DR ,"Rm 129, Schaub Hall",RALEIGH,NC,27695,(919) 515-2958,2014/02/20 05:00:00+00,Meat Market,11510,-78.67872571,35.78448231,M
2663726,04092040178,A Taste of New York #5 (WCID #125),0 Jones  ST ,,RALEIGH,NC,27602,(919) 345-8138,2006/06/16 04:00:00+00,Pushcarts,11508,0,0,U
2663727,04092016866,AWAZ'E ETHIOPIAN/ERITREAN CUISINE,904 NE MAYNARD RD ,,CARY,NC,27513,(919) 377-2599,2015/02/05 05:00:00+00,Restaurant,11512,-78.76838489,35.80043169,M
2663728,04092021598,Jimmy John's #1025,437 FAYETTEVILLE ST ,,RALEIGH,NC,27601,(919) 754-0101,2009/12/01 05:00:00+00,Food Stand,11524,-78.63936414,35.77440995,M
2663729,04092016882,CHICK-FIL-A #699,1803 N. HARRISON AVE.,,CARY,NC,27513,(919) 678-1444,2015/02/16 05:00:00+00,Restaurant,11545,-78.76967206,35.82932742,M
2663730,04092014361,Circle K #6329,2400 Spring Forest Rd,,RALEIGH,NC,27609,(919) 875-0618,2005/08/04 04:00:00+00,Restaurant,11547,-78.60021918,35.86067748,M
2663731,04092021344,Lowes Foods #224 Deli,8100 Brier Creek PKY ,,RALEIGH,NC,27616,(919) 293-0294,2005/08/15 04:00:00+00,Food Stand,11553,-78.78577668,35.91011447,M
2663732,04092016705,El Tapatio,13200 Falls of Neuse Road,Suite 167,RALEIGH,NC,27614,(919) 554-9697,2014/06/19 04:00:00+00,Restaurant,11560,-78.55981965,35.9407555,M
2663733,04092014404,CHICK-FIL-A,1460 N MAIN ST ,,FUQUAY VARINA,NC,27526,(919) 577-1030,2005/10/18 04:00:00+00,Restaurant,11536,-78.76924504,35.59378425,M
2663734,04092021859,Ladyfingers Caterers,627 E Whitaker Mill RD ,,RALEIGH,NC,27608,(919) 828-2270,2015/07/14 04:00:00+00,Food Stand,11565,-78.63053647,35.8074913,M
2663735,04092018547,Town Hall Burgers & Beer Raleigh,13100 Falls of Neuse RD ,Suite 150,RALEIGH,NC,27614,,2020/12/07 05:00:00+00,Restaurant,11566,-78.56176411,35.94053786,M
2663736,04092025427,Jet's Pizza NC05,8365 Creedmoor RD ,,RALEIGH,NC,27613,(919) 845-3337,2022/03/15 04:00:00+00,Food Stand,11568,-78.68223183,35.90105252,M
2663737,04092021836,FOOD LION #727 DELI,900 NE MAYNARD RD ,,CARY,NC,27513,(919) 460-6274,2015/02/27 05:00:00+00,Food Stand,11582,-78.76838489,35.80043169,M
2663738,04092017023,MI RANCHO MEXICAN RESTAURANT,2549 S SAUNDERS ST ,,RALEIGH,NC,27603,(919) 836-0807,2015/09/16 04:00:00+00,Restaurant,11585,-78.64827659,35.74907859,M
2663739,04092018565,Wendy's #10585,8050  Ten-Ten Rd,,RALEIGH,NC,27603,(919) 329-8224,2021/03/24 04:00:00+00,Restaurant,11588,-78.69876609,35.66389668,M
2663740,04092016600,LUGANO RISTORANTE,1060 DARRINGTON DR ,,CARY,NC,27513,(919) 468-7229,2014/01/21 05:00:00+00,Restaurant,11591,-78.81615412,35.79989381,M
2663741,04092025254,Harris Teeter #498 Produce,1371 E Broad ST ,,FUQUAY-VARINA,NC,27526,(919) 567-7423,2019/04/18 04:00:00+00,Food Stand,11593,-78.77604319,35.59548799,M
2663742,04092018191,Burger Fi RDU,2400 JOHN BRANTLEY BLVD,,MORRISVILLE,NC,27560,,2019/10/01 04:00:00+00,Restaurant,11599,-78.78941432,35.8696795,M
2663743,04092030284,KAT-N-AROUND (WCID #534),2161 S Wilmington ST ,,RALEIGH,NC,27603,(919) 633-9365,2015/07/06 04:00:00+00,Mobile Food Units,11607,-78.63902655,35.752054,M
2663744,04092016637,HIBERNIAN PUB,311 GLENWOOD AVE ,,RALEIGH,NC,27603,(919) 833-2258,2014/02/28 05:00:00+00,Restaurant,11619,-78.64755702,35.78473632,M
2663745,04092014866,Hope Community Church,821 Buck Jones RD ,,RALEIGH,NC,27606,(919) 532-0620,2007/05/10 04:00:00+00,Restaurant,11642,-78.73723242,35.77077091,M
2663746,04092018098,Jersey Mike's Sub #3189,166 Cabela DR ,,GARNER,NC,27529,(919) 999-1540,2019/04/11 04:00:00+00,Restaurant,11651,-78.58356211,35.69799194,M
2663747,04092016620,TAZZA KITCHEN,432 WOODBURN  RD ,STE 140,RALEIGH,NC,27605,(919) 835-9463,2014/02/14 05:00:00+00,Restaurant,11653,-78.65855076,35.78994196,M
2663748,04092017995,APPLEBEE'S GRILL & BAR,7831 TARGET CIR ,,RALEIGH,NC,27614,(919) 872-2401,2018/12/13 05:00:00+00,Restaurant,11657,-78.57080589,35.8669538,M
2663749,04092016240,SUBWAY #52435,1310 FIFTH  AVE ,STE 120,GARNER,NC,27529,(919) 773-9033,2012/08/20 04:00:00+00,Restaurant,11659,-78.6218586,35.70948463,M
2663750,04092018511,Another Broken Egg,160 Park at North Hills ST ,,RALEIGH,NC,27609,(919) 881-2571,2020/12/22 05:00:00+00,Restaurant,11662,-78.63811885,35.83636262,M
2663751,04092018733,KFC #J120031,7040 Knightdale  BLVD ,4001 Widewaters PKW,KNIGHTDALE,NC,27545,(919) 266-4096,2021/11/09 05:00:00+00,Restaurant,11665,-78.49327225,35.79797229,M
2663752,04092030433,Wake The Truck Up (WCID #714),2161 S Wilmington ST ,,RALEIGH,NC,27603,(919) 961-4680,2019/07/29 04:00:00+00,Mobile Food Units,11669,-78.63902655,35.752054,M
2663753,04092030540,The Resident Oven (WCID #831),2201 S WILMINGTON ST,,RALEIGH,NC,27603-2559,(919) 539-6022,2021/06/01 04:00:00+00,Mobile Food Units,11679,-78.63902655,35.752054,M
2663754,04092016986,BIG ED'S NORTH,5009 FALLS OF NEUSE RD ,,RALEIGH,NC,27609,(919) 747-9533,2015/07/16 04:00:00+00,Restaurant,11704,-78.61557526,35.84978294,M
2663755,04092025182,Sbarro #1097,5959 Triangle Town BLVD ,,RALEIGH,NC,27616,(919) 299-9503,2018/05/25 04:00:00+00,Food Stand,11710,-78.57603863,35.86599856,M
2663756,04092021939,DONOVAN'S DISH,800 W WILLIAMS ST ,STE 112,APEX,NC,27502,(919) 651-8309,2016/02/08 05:00:00+00,Food Stand,11713,-78.86480181,35.73964723,M
2663757,04092018018,Bad Daddy's Burger bar #235,4213 Corners PKY ,Suite 100,RALEIGH,NC,27617,(919) 381-4814,2018/12/28 05:00:00+00,Restaurant,11718,-78.78791806,35.91890974,M
2663758,04092016222,SUBWAY #41211,922 GATEWAY COMMON CIR ,,WAKE FOREST,NC,27587,(919) 562-5700,2012/07/09 04:00:00+00,Restaurant,11730,-78.4951784,35.96732914,M
2663759,04092040360,Chicago J Hot Dogs (WCID #638),10125 DIVISION DR ,,RALEIGH,NC,27603,(919) 986-1699,2018/06/04 04:00:00+00,Pushcarts,11738,-78.7114342,35.63398295,M
2663760,04092014497,MAGNOLIA KITCHEN,120 N Wingate ST,,WAKE FOREST,NC,27587,(919) 761-2170,2006/02/09 05:00:00+00,Restaurant,11744,-78.51237284,35.98136068,M
2663761,04092015993,ANGIE'S RESTAURANT,1340 W GARNER RD ,,GARNER,NC,27529,(919) 661-6707,2011/09/09 04:00:00+00,Restaurant,11751,-78.62350502,35.71734578,M
2663762,04092016444,SHEETZ #513,9915 FAYETTEVILLE RD ,,RALEIGH,NC,27603,(919) 577-1110,2013/06/13 04:00:00+00,Restaurant,11757,-78.71389299,35.63477583,M
2663763,04092018424,Meat & Bite,2908 HILLSBOROUGH ST ,,RALEIGH,NC,27607,(201) 709-8417,2020/08/24 04:00:00+00,Restaurant,11766,-78.67526404,35.78962141,M
2663764,04092021637,EDIBLE ARRANGEMENTS #1159,1028 OBERLIN RD ,STE 238,RALEIGH,NC,27605,(919) 521-8991,2010/12/09 05:00:00+00,Food Stand,11786,-78.65845011,35.79783502,M
2663765,04092018389,Five Star Restaurant,301 N WEST ST,101,RALEIGH,NC,27603,(919) 833-3311,2020/06/24 04:00:00+00,Restaurant,11793,-78.64609455,35.78410736,M
2663766,04092021860,LOWES FOODS #226 BEEF SHOP,8440 LOUISBURG RD ,,RALEIGH,NC,27616,(919) 266-1031,2015/07/23 04:00:00+00,Food Stand,11801,-78.50930992,35.89359383,M
2663767,04092025203,Wicked Taco 4 @ MSFH,411 W. Morgan ST ,,RALEIGH,NC,27603,,2018/08/16 04:00:00+00,Food Stand,11815,-78.6456917,35.77945516,M
2663768,04092018163,DUNKIN' #347603,13240 STRICKLAND RD ,,RALEIGH,NC,27613,(919) 890-0089,2019/08/28 04:00:00+00,Restaurant,11820,-78.72644553,35.90762735,M
2663769,04092160081,Sunnybrook Rehabilitation Center Foodservice,25 Sunnybrook Rd,,RALEIGH,NC,27610,(919) 231-6150,2014/07/17 04:00:00+00,Institutional Food Service,11821,-78.58398146,35.78588239,M
2663770,04092040244,PNC 306 PUSHCART (WCID #165),1400 EDWARDS MILL RD ,,RALEIGH,NC,27607,(919) 861-2300 ext. 5,2010/09/21 04:00:00+00,Pushcarts,11824,-78.7229363,35.8032419,M
2663771,04092015775,SIMPLY CREPES CAFE & CATERING,8470 HONEYCUTT RD ,STE 110,RALEIGH,NC,27615,(919) 322-2327,2011/07/14 04:00:00+00,Restaurant,11836,-78.62166097,35.89510574,M
2663772,04092018794,Dunkin,8205 FAYETTEVILLE RD,101,RALEIGH,NC,27603,,2022/01/28 05:00:00+00,Restaurant,11865,-78.70141547,35.66239243,M
2663773,04092025192,Big Dom's Bagel Shop,203 E Chatham ST ,,CARY,NC,27511,(919) 377-1143,2018/08/06 04:00:00+00,Food Stand,11869,-78.7784243,35.787736,M
2663774,04092016730,JIMMY JOHN'S #1863,6268 GLENWOOD AVE ,STE 100,RALEIGH,NC,27612,(919) 239-4114,2014/08/12 04:00:00+00,Restaurant,11839,-78.70374515,35.85715323,M
2663775,04092018756,Pineapple Sol,302  Colonades WAY ,Ste 109,CARY,NC,27518,,2022/01/04 05:00:00+00,Restaurant,11871,-78.77756306,35.7385362,M
2663776,04092030544,Big I's Backward Crab (WCID #835),3325-101 ROGERS RD,,WAKE FOREST,NC,27587-3857,(252) 617-1391,2021/06/03 04:00:00+00,Mobile Food Units,11844,-78.51412541,35.95025455,M
2663777,04092016554,VINNIE'S STEAK HOUSE & TAVERN,7440 SIX FORKS RD ,,RALEIGH,NC,27615,(919) 847-7319,2013/11/18 05:00:00+00,Restaurant,11877,-78.64526778,35.88157372,M
2663778,04092018836,Chic-fil-A #04822,7740 FAYETTEVILLE RD,,RALEIGH,NC,27603,,2022/03/23 04:00:00+00,Restaurant,11886,-78.69716703,35.66773845,M
2663779,04092014805,Mizu Sushi Steak Seafood,10750 Wakefield Commons DR ,Ste 101,RALEIGH,NC,27614,(919) 453-2875,2007/03/23 04:00:00+00,Restaurant,11890,-78.54123068,35.94195641,M
2663780,04092015532,CRAZY FIRE MONGOLIAN GRILL,3611 SPRING FOREST RD ,STE. 100,RALEIGH,NC,27616,(919) 872-3575,2009/12/16 05:00:00+00,Restaurant,11897,-78.57981091,35.85591049,M
2663781,04092021567,HARRIS TEETER #367 DELI,14520 JOHN REX BLVD ,,RALEIGH,NC,27614,(919) 554-4167,2009/05/15 04:00:00+00,Food Stand,11901,-78.54281974,35.94700335,M
2663782,04092015002,BAAN THAI RESTAURANT,758 WILLIAMS ST ,,APEX,NC,27502,(919) 629-6399,2007/11/09 05:00:00+00,Restaurant,11872,-78.86464087,35.73807755,M
2663783,04092016025,COMFORT INN BREAKFAST,1411 E WILLIAMS ST ,,APEX,NC,27539,(919) 387-4600,2011/10/20 04:00:00+00,Restaurant,11913,-78.83826445,35.71228616,M
2663784,04092015705,JERSEY MIKES ,14460 NEW FALLS OF NEUSE RD ,STE 113,RALEIGH,NC,27614-8227,(919) 488-0262,2010/08/31 04:00:00+00,Restaurant,11916,-78.54362008,35.94386602,M
2663785,04092018789,Jubala Coffee,200 PARK AT NORTH HILLS ST,Suite 140,RALEIGH,NC,27609,,2022/01/24 05:00:00+00,Restaurant,11921,-78.63753353,35.83534865,M
2663786,04092017276,TASTE VIETNAMESE CUISINE,152 MORRISVILLE SQUARE WAY ,,MORRISVILLE,NC,27560,(919) 234-6385,2016/08/04 04:00:00+00,Restaurant,11922,-78.82897679,35.81951783,M
2663787,04092018517,First Watch 619 Apex,1280 W WILLIAMS ST,,APEX,NC,27502,(919) 380-6653,2021/01/10 05:00:00+00,Restaurant,11928,-78.87327975,35.74703535,M
2663788,04092017871,BRIXX BRADFORD,14112 BRADFORD GREEN SQUARE ,,CARY,NC,27519,(919) 336-1111,2018/07/02 04:00:00+00,Restaurant,11930,-78.84558396,35.79325638,M
2663789,04092025238,Publix 1551 Meat,9640 Leesville RD ,,RALEIGH,NC,27613,(919) 848-3480,2018/11/26 05:00:00+00,Food Stand,11933,-78.72728627,35.90563318,M
2663790,04092018635,Mezeh Grill #29  Twin Lakes,1125 HATCHES POND LN,,CARY,NC,27519,(919) 342-0517,2021/06/01 04:00:00+00,Restaurant,11942,-78.84968108,35.82663773,M
2663791,04092017866,DAIRY QUEEN #40925,1408 N MAIN ST ,,FUQUAY VARINA,NC,27526-8901,(919) 567-3738,2018/06/26 04:00:00+00,Restaurant,11956,-78.77235694,35.59259203,M
2663792,04092015222,ANNA'S PIZZERIA,100 N SALEM ST ,,APEX,NC,27502,(919) 267-6237,2008/09/15 04:00:00+00,Restaurant,11969,-78.85126459,35.73076866,M
2663793,04092017448,Daily Taco,10970-122 CHAPEL HILL RD ,,MORRISVILLE,NC,27560,(919) 864-8775,2016/10/03 04:00:00+00,Restaurant,11948,-78.84266149,35.85660411,M
2663794,04092040340,FRESH OUTTA BROOKLYN (WCID #550),222 W HARGETT ST ,,RALEIGH,NC,27603,(757) 706-2082,2016/07/12 04:00:00+00,Pushcarts,11971,-78.64298517,35.77873603,M
2663795,04092018849,Fine Folk,2409 CRABTREE BLVD,100,RALEIGH,NC,27604,,2022/04/04 04:00:00+00,Restaurant,11978,-78.61383129,35.80541069,M
2663796,04092017335,NEW CHINA CHEF,1769 W WILLIAMS ST ,,APEX,NC,27523-9315,(919) 363-8885,2016/10/04 04:00:00+00,Restaurant,11984,-78.87770701,35.75964934,M
2663797,04092021969,SPEEDWAY #6989,10920 CREEDMOOR RD ,,RALEIGH,NC,27615,(919) 870-6057,2016/07/28 04:00:00+00,Food Stand,11993,-78.68548351,35.94189642,M
2663798,04092018703,Taco Addicts,131 CROSSROADS BLVD,,CARY,NC,27518,,2021/09/02 04:00:00+00,Restaurant,12000,-78.74226095,35.76176748,M
2663799,04092017938,SoHot,1937 High House RD ,,CARY,NC,27519,(919) 694-5510,2018/09/20 04:00:00+00,Restaurant,12002,-78.84865444,35.78921622,M
2663800,04092017936,McDonald's #16917,7991 Fayetteville RD ,,RALEIGH,NC,27605,(919) 772-4850,2018/09/12 04:00:00+00,Restaurant,12005,-78.69868308,35.66510467,M
2663801,04092018854,Kaze,1251 Timber DR E ,,GARNER,NC,27529,(919) 329-6789,2022/04/07 04:00:00+00,Restaurant,12009,-78.5761085,35.6879752,M
2663802,04092022009,LA BONITA DELI,836-110 E CHATHAM ST ,,CARY,NC,27511,(919) 650-3161,2017/03/02 05:00:00+00,Food Stand,11987,-78.7955722,35.78044851,T
2663803,04092018568,Los Tres Mexican Restaurant,1400 BOULDERSTONE WAY,,CARY,NC,27519,(919) 333-0069,2021/03/22 04:00:00+00,Restaurant,12012,-78.84803797,35.79230683,M
2663804,04092025397,Pizza Twist,3735 Davis DR ,Suite 121,MORRISVILLE,NC,27560,(919) 378-9008,2021/10/11 04:00:00+00,Food Stand,12014,-78.85587925,35.8337549,M
2663805,04092040325,WICKED LINKS #1 (WCID #493),4601 CAPITAL BLVD,,RALEIGH,NC,27615,(919) 855-8548,2014/08/16 04:00:00+00,Pushcarts,12018,-78.58176392,35.84605672,M
2663806,04092040326,WICKED LINKS #2 (WCID #494),11800 GALAXY DRIVE,,WAKE FOREST,NC,27587,(919) 855-8548,2014/08/16 04:00:00+00,Pushcarts,12019,-78.53891541,35.96854995,M
2663807,04092110484,HERITAGE HIGH SCHOOL CAFETERIA,1150 FORESTVILLE RD ,,WAKE FOREST,NC,27587,(919) 570-5600 ext. 20633,2009/08/17 04:00:00+00,Public School Lunchrooms,12022,-78.51100216,35.94014388,M
2663808,04092017833,TOWER INDIA,144 MORRISVILLE SQUARE WAY ,,MORRISVILLE,NC,27560-5703,(919) 465-2326,2018/05/02 04:00:00+00,Restaurant,12027,-78.82897679,35.81951783,M
2663809,04092017941,MCDONALDS #11523,1805 N HARRISON AVE ,,CARY,NC,27513-3902,(919) 677-1424,2018/09/28 04:00:00+00,Restaurant,12028,-78.76916111,35.82979304,M
2663810,04092017950,Tru by Hilton Foodservice,350 Airgate DR ,,MORRISVILLE,NC,27560,(919) 813-7129,2018/08/17 04:00:00+00,Restaurant,12033,-78.81505656,35.86619026,M
2663811,04092300287,Agori International African Market,4701 Atlantic AVE ,Suite 111,RALEIGH,NC,27604,,2019/03/13 04:00:00+00,Meat Market,12037,-78.60292943,35.84801871,M
2663812,04092016492,ORIENT GARDEN RESTAURANT,1233 NW MAYNARD RD ,,CARY,NC,27513-8720,(919) 380-1323,2013/09/06 04:00:00+00,Restaurant,12039,-78.81241463,35.78438636,M
2663813,04092018658,La Farm RDU,2600 JOHN BRANTLEY BLVD,,MORRISVILLE,NC,27560-7891,(919) 825-3469,2021/06/07 04:00:00+00,Restaurant,12047,-78.78941432,35.8696795,M
2663814,04092018885,Bruegger's Bagels #4127,10750 Wakefield Commons DR ,Suite 111,RALEIGH,NC,27614,(919) 453-2700,2022/06/03 04:00:00+00,Restaurant,12055,-78.54123068,35.94195641,M
2663815,04092017754,Red Bowl Asian Bistro,6360 PLANTATION CENTER  DR ,,RALEIGH,NC,27616,(919) 790-9222,2017/12/14 05:00:00+00,Restaurant,12056,-78.58237548,35.87315637,M
2663816,04092014662,Starbucks #9840,1107 Walnut ST ,1107-102 Walnut St ,CARY ,NC,27511,(919) 468-9908,2006/08/18 04:00:00+00,Restaurant,12061,-78.76025493,35.77377018,M
